Location,Period,Indicator,Dim1,Tooltip,FactValueForMeasure,FactValueString
Vanuatu,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,156.4,156.4,156.4
Vanuatu,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,180.3,180.3,180.3
Vanuatu,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,131.3,131.3,131.3
Vanuatu,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,160.1,160.1,160.1
Vanuatu,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,183.6,183.6,183.6
Vanuatu,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,134.9,134.9,134.9
Vanuatu,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,163.8,163.8,163.8
Vanuatu,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,187.1,187.1,187.1
Vanuatu,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,138.6,138.6,138.6
Vanuatu,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,168,168,168
Vanuatu,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,191.2,191.2,191.2
Vanuatu,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,142.7,142.7,142.7
Vanuatu,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,171.5,171.5,171.5
Vanuatu,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,194.5,194.5,194.5
Vanuatu,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,146.3,146.3,146.3
Vanuatu,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,175.6,175.6,175.6
Vanuatu,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,198.3,198.3,198.3
Vanuatu,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,150.5,150.5,150.5
Vanuatu,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,180.3,180.3,180.3
Vanuatu,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,202,203,202
Vanuatu,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,155.2,155.2,155.2
Vanuatu,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,184.3,184.3,184.3
Vanuatu,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,206.7,206.7,206.7
Vanuatu,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,159.4,159.4,159.4
Venezuela (Bolivarian Republic of),2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,156.7,156.7,156.7
Venezuela (Bolivarian Republic of),2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,216,217,216
Venezuela (Bolivarian Republic of),2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,92.75,92.75,92.75
Venezuela (Bolivarian Republic of),2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,158.5,158.5,158.5
Venezuela (Bolivarian Republic of),2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,218,219,218
Venezuela (Bolivarian Republic of),2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,94.14,94.14,94.14
Venezuela (Bolivarian Republic of),2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,159.5,159.5,159.5
Venezuela (Bolivarian Republic of),2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,220.1,220.1,220.1
Venezuela (Bolivarian Republic of),2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,95.08,95.08,95.08
Venezuela (Bolivarian Republic of),2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,159.2,159.2,159.2
Venezuela (Bolivarian Republic of),2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,218.8,218.8,218.8
Venezuela (Bolivarian Republic of),2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,96.03,96.03,96.03
Venezuela (Bolivarian Republic of),2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,163.2,163.2,163.2
Venezuela (Bolivarian Republic of),2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,225.2,225.2,225.2
Venezuela (Bolivarian Republic of),2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,97.03,97.03,97.03
Venezuela (Bolivarian Republic of),2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,160.2,160.2,160.2
Venezuela (Bolivarian Republic of),2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,218.7,218.7,218.7
Venezuela (Bolivarian Republic of),2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,98.21,98.21,98.21
Venezuela (Bolivarian Republic of),2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,161.6,161.6,161.6
Venezuela (Bolivarian Republic of),2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,220.4,220.4,220.4
Venezuela (Bolivarian Republic of),2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,99.09,99.09,99.09
Venezuela (Bolivarian Republic of),2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,170.1,170.1,170.1
Venezuela (Bolivarian Republic of),2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,234.6,234.6,234.6
Venezuela (Bolivarian Republic of),2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,101,101,101
Venezuela (Bolivarian Republic of),2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,172.8,172.8,172.8
Venezuela (Bolivarian Republic of),2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,238.4,238.4,238.4
Venezuela (Bolivarian Republic of),2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,102.3,102.3,102.3
Venezuela (Bolivarian Republic of),2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,170.1,170.1,170.1
Venezuela (Bolivarian Republic of),2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,234.5,234.5,234.5
Venezuela (Bolivarian Republic of),2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,101.1,101.1,101.1
Venezuela (Bolivarian Republic of),2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,167.9,167.9,167.9
Venezuela (Bolivarian Republic of),2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,227,228,227
Venezuela (Bolivarian Republic of),2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,103,104,103
Venezuela (Bolivarian Republic of),2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,164,164,164
Venezuela (Bolivarian Republic of),2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,219.9,219.9,219.9
Venezuela (Bolivarian Republic of),2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,104.8,104.8,104.8
Venezuela (Bolivarian Republic of),2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,168.4,168.4,168.4
Venezuela (Bolivarian Republic of),2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,226.6,226.6,226.6
Venezuela (Bolivarian Republic of),2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,106.3,106.3,106.3
Venezuela (Bolivarian Republic of),2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,179.7,179.7,179.7
Venezuela (Bolivarian Republic of),2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,241.3,241.3,241.3
Venezuela (Bolivarian Republic of),2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,113.5,113.5,113.5
Venezuela (Bolivarian Republic of),2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,174.6,174.6,174.6
Venezuela (Bolivarian Republic of),2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,229,229,229
Venezuela (Bolivarian Republic of),2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,116.6,116.6,116.6
Venezuela (Bolivarian Republic of),2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,174.6,174.6,174.6
Venezuela (Bolivarian Republic of),2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,234.2,234.2,234.2
Venezuela (Bolivarian Republic of),2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,110.8,110.8,110.8
Venezuela (Bolivarian Republic of),2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,172.8,172.8,172.8
Venezuela (Bolivarian Republic of),2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,230.5,230.5,230.5
Venezuela (Bolivarian Republic of),2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,111.2,111.2,111.2
Viet Nam,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,124.8,124.8,124.8
Viet Nam,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,181.6,181.6,181.6
Viet Nam,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,66.34,66.34,66.34
Viet Nam,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,126.4,126.4,126.4
Viet Nam,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,184.2,184.2,184.2
